Kind,Fwd Vanilla,Fwd Reactant,Fwd Reactant SpeedUp,Bwd Zygote,Bwd Reactant,Bwd Reactant SpeedUp
HNN,0.012209751,0.002101077,5.811186834180757,0.173089096,0.004597676,37.64708430955117
